type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
0,18986.52,267330.46,248343.94,132149.88,151136.39,0
3,19249.97,429380.71,410130.74,143620.67,162870.65,0
0,12456.08,162940.67,150484.59,255669.54,268125.63,0
3,18580.34,477021.13,458440.79,403342.93,421923.27,0
1,15241.0,60939.75,45698.75,24932.29,40173.29,0
0,10982.51,9137.53,0.0,301702.11,312684.61,0
0,3688.13,452067.68,448379.55,403389.07,407077.2,0
3,9226.1,34324.33,25098.23,78458.64,87684.74,0
3,11261.4,495944.6,484683.2,7511.27,18772.67,0
0,17292.84,475698.43,458405.6,156356.65,173649.48,0
3,9678.53,68510.46,58831.92,294071.85,303750.39,0
3,17963.73,268792.31,250828.59,69141.59,87105.31,0
3,13519.54,92460.15,78940.6,213061.19,226580.73,0
1,2826.28,214077.59,211251.31,276160.75,278987.03,0
1,19900.13,30712.56,10812.44,299441.55,319341.68,0
3,10591.93,111962.29,101370.36,137205.86,147797.79,0
3,7897.98,181636.4,173738.42,200014.82,207912.8,0
1,13216.36,219323.75,206107.39,389169.61,402385.98,0
1,2266.98,488748.13,486481.15,470607.35,472874.32,0
0,12767.12,403932.82,391165.7,430940.17,443707.28,0
0,10014.9,368704.97,358690.08,282141.75,292156.65,0
1,8192.81,268520.66,260327.84,205146.4,213339.22,0
3,19065.1,419998.88,400933.78,166478.31,185543.41,0
3,10498.54,169661.42,159162.88,62478.28,72976.82,0
3,4460.44,354449.56,349989.12,53275.62,57736.06,0
3,9233.37,496891.99,487658.61,344178.81,353412.19,0
0,18395.81,157314.45,138918.65,129897.21,148293.02,0
1,3604.3,337008.77,333404.47,127330.84,130935.14,0
3,4357.75,422157.43,417799.69,499097.53,503455.27,0
0,359.29,457903.79,457544.5,93962.98,94322.27,0
3,382.38,358966.35,358583.96,74029.88,74412.26,0
1,16604.89,141803.96,125199.07,49342.61,65947.51,0
0,14669.24,163141.08,148471.84,289902.67,304571.91,0
1,7165.32,10379.02,3213.7,313931.91,321097.23,0
1,13996.39,380442.99,366446.6,182613.96,196610.36,0
0,7964.6,21369.8,13405.21,267706.67,275671.27,0
0,19062.65,432326.18,413263.53,394199.77,413262.41,0
0,19344.35,59330.31,39985.96,409052.08,428396.43,0
0,7916.6,85938.26,78021.66,478956.04,486872.63,0
0,17099.02,238263.24,221164.22,412133.99,429233.01,0
0,15484.47,368940.21,353455.74,282420.72,297905.19,0
0,6269.0,69501.1,63232.1,89828.48,96097.48,0
3,4717.59,220035.54,215317.94,49881.78,54599.37,0
1,9218.87,241425.64,232206.77,27255.94,36474.81,0
0,15648.84,106142.82,90493.98,333262.92,348911.76,0
3,19207.34,57779.19,38571.85,403768.13,422975.47,0
3,15295.22,418210.46,402915.24,254341.98,269637.2,0
3,17118.62,251232.82,234114.21,27357.09,44475.71,0
1,12100.98,7190.62,0.0,267735.29,279836.27,0
0,16724.62,401490.65,384766.03,467874.63,484599.25,0
3,15709.98,490396.9,474686.93,298806.6,314516.57,0
1,7602.01,302963.1,295361.09,404713.74,412315.76,0
1,11084.61,251854.19,240769.59,400076.32,411160.93,0
1,16114.59,439207.93,423093.34,466064.55,482179.14,0
3,1016.53,476258.39,475241.87,385114.38,386130.91,0
0,16180.78,377268.46,361087.68,373850.26,390031.03,0
3,3639.97,222726.46,219086.49,117051.33,120691.31,0
3,10342.2,296110.7,285768.5,29962.58,40304.78,0
0,16184.68,350467.68,334283.0,258799.73,274984.41,0
0,5151.04,97136.79,91985.75,62217.1,67368.14,0
0,4991.57,223600.52,218608.95,481097.94,486089.51,0
1,8115.01,414910.63,406795.62,144962.38,153077.39,0
0,17903.39,327362.67,309459.28,426472.1,444375.49,0
3,108.81,205602.03,205493.22,193812.31,193921.12,0
0,18037.52,331681.27,313643.74,161597.12,179634.65,0
3,3160.76,59111.21,55950.45,467579.29,470740.05,0
1,19802.72,200748.81,180946.09,181661.29,201464.0,0
3,19101.46,396564.27,377462.81,195143.95,214245.41,0
3,9944.04,110254.39,100310.36,53045.89,62989.93,0
0,10303.13,92980.75,82677.62,335223.33,345526.47,0
0,9682.83,475409.33,465726.5,144419.71,154102.54,0
3,12745.33,104948.81,92203.49,292802.08,305547.41,0
0,1905.36,130459.29,128553.93,295675.85,297581.21,0
1,749.1,484807.97,484058.87,359599.85,360348.94,0
1,1248.29,367354.29,366106.0,372620.74,373869.03,0
0,8942.87,349798.27,340855.4,257226.22,266169.09,0
1,5583.4,426463.19,420879.79,165495.97,171079.38,0
0,12478.59,57911.54,45432.95,418725.45,431204.03,0
3,19849.6,352978.12,333128.52,154932.82,174782.43,0
3,7787.83,251844.3,244056.47,253754.55,261542.38,1
1,11519.44,414575.32,403055.88,200626.29,212145.73,0
0,8370.52,254070.86,245700.34,427539.19,435909.71,0
0,16960.71,310120.68,293159.97,215959.27,232919.97,0
1,18054.5,238871.06,220816.56,193049.59,211104.1,0
3,17559.38,239079.46,221520.09,344911.85,362471.22,0
1,19490.01,383984.99,364494.98,301220.55,320710.56,0
3,647.63,314283.2,313635.57,53623.42,54271.05,0
0,16812.34,316631.6,299819.26,254084.4,270896.74,1
3,15060.27,225141.24,210080.98,367739.19,382799.46,0
1,4651.02,265554.75,260903.73,496037.38,500688.4,0
0,19130.77,372858.83,353728.06,314573.42,333704.19,0
1,3048.74,412970.46,409921.72,185146.53,188195.27,0
1,13623.04,348280.7,334657.66,113075.8,126698.84,0
3,4575.32,462036.49,457461.18,436415.12,440990.43,0
1,8684.47,410162.04,401477.57,407282.61,415967.08,0
3,14411.28,280931.89,266520.61,116961.41,131372.69,0
0,11310.16,335703.04,324392.88,100316.05,111626.21,0
3,8607.29,463154.14,454546.85,357568.39,366175.67,0
0,6594.13,309584.02,302989.89,157476.03,164070.17,0
3,16809.23,412403.47,395594.25,153199.4,170008.63,0
1,2961.91,344405.25,341443.35,76145.12,79107.03,0
3,8659.05,275968.18,267309.13,131987.76,140646.81,0
3,18084.78,120919.1,102834.32,213753.78,231838.55,0
0,16932.41,212998.76,196066.35,366419.17,383351.57,0
1,8078.74,483871.41,475792.67,168154.05,176232.79,0
3,15285.86,328882.69,313596.84,164302.17,179588.03,0
1,16480.9,282197.69,265716.79,142456.63,158937.53,0
3,17788.86,466478.31,448689.45,239141.83,256930.69,0
3,10935.66,293255.89,282320.23,90318.35,101254.01,0
1,4168.77,263041.26,258872.49,242815.37,246984.14,0
3,5180.65,379655.43,374474.78,352087.78,357268.43,0
1,5984.32,356332.81,350348.49,14895.25,20879.58,0
3,11916.67,96580.0,84663.33,4889.69,16806.36,0
0,752.91,235654.14,234901.23,37561.46,38314.37,0
1,12757.25,236257.72,223500.48,267830.03,280587.28,0
3,7350.65,189112.26,181761.61,427227.54,434578.19,0
3,5975.31,258646.74,252671.43,2442.23,8417.54,0
0,17601.98,206553.7,188951.72,468330.65,485932.63,0
1,9254.05,99672.74,90418.7,53139.26,62393.3,0
3,1991.56,206183.24,204191.69,420991.76,422983.32,0
0,16552.26,36138.47,19586.21,241427.38,257979.64,0
3,1048.06,287892.93,286844.87,329678.69,330726.75,0
1,14562.31,426827.27,412264.96,255341.49,269903.8,0
3,15500.73,362643.54,347142.81,238524.11,254024.85,0
3,7116.79,180197.02,173080.23,417449.71,424566.51,0
3,16513.28,43535.6,27022.32,377943.19,394456.47,0
3,10361.62,101074.7,90713.08,241701.12,252062.74,0
0,9319.54,272745.17,263425.63,55817.96,65137.51,0
0,1003.53,103528.54,102525.02,57701.48,58705.0,0
1,5871.58,271986.56,266114.97,400769.73,406641.31,0
0,18627.1,115799.51,97172.41,264695.31,283322.41,0
0,7897.3,424461.93,416564.64,240794.57,248691.87,0
1,10979.34,198635.74,187656.4,340283.42,351262.76,0
0,10687.23,122775.31,112088.08,429420.79,440108.02,0
0,11849.58,406163.09,394313.51,314436.57,326286.15,0
1,1320.49,171419.48,170099.0,381423.95,382744.44,0
1,7307.31,55743.84,48436.54,382635.26,389942.57,0
1,14490.25,285204.75,270714.49,178130.72,192620.98,0
3,4091.15,290782.1,286690.95,137041.6,141132.75,0
3,4151.21,357347.84,353196.63,400582.03,404733.24,0
1,300.8,120109.72,119808.91,188589.4,188890.2,0
1,8805.89,221885.67,213079.78,451668.0,460473.89,0
1,17666.41,141183.96,123517.55,34845.35,52511.76,0
3,1132.83,40476.87,39344.04,29108.76,30241.58,0
3,3903.26,438306.91,434403.65,463502.08,467405.34,0
0,6270.68,364434.9,358164.22,324227.46,330498.14,0
0,14661.32,150731.53,136070.21,189799.68,204461.0,0
1,12848.65,299686.5,286837.85,377530.21,390378.86,0
3,8377.28,100631.89,92254.61,336163.4,344540.69,0
3,15205.47,445118.31,429912.84,265600.52,280806.0,0
3,12231.66,57453.17,45221.51,49436.67,61668.33,0
1,17931.21,1918.57,0.0,406089.79,424021.01,0
0,16378.73,251004.1,234625.37,433011.6,449390.33,0
1,5130.99,291563.91,286432.92,86084.34,91215.34,0
0,5501.63,289482.66,283981.03,425255.83,430757.45,0
0,2594.59,27255.96,24661.37,438923.66,441518.25,0
1,6805.6,157021.9,150216.31,274714.31,281519.9,0
0,19990.92,249599.47,229608.55,328089.52,348080.44,0
0,8174.45,108289.59,100115.14,191118.66,199293.11,0
3,4487.72,436312.94,431825.22,140895.82,145383.54,0
0,15273.41,43554.64,28281.24,360991.57,376264.98,0
1,10895.17,243692.22,232797.05,430937.57,441832.75,0
1,3077.07,345708.03,342630.96,327038.78,330115.85,0
0,7675.72,130875.55,123199.83,255795.31,263471.03,0
3,8347.95,312120.37,303772.42,79462.38,87810.33,0
3,15101.21,414692.58,399591.36,26729.36,41830.57,0
0,511.36,95168.49,94657.13,222845.9,223357.26,0
0,5453.49,458610.3,453156.8,24674.78,30128.27,0
1,10400.17,276779.27,266379.1,284667.32,295067.48,0
0,5450.05,149616.0,144165.95,191364.6,196814.65,0
3,12605.84,215429.14,202823.3,378594.56,391200.4,0
0,9689.16,156095.94,146406.78,152824.25,162513.41,0
1,7298.03,362555.58,355257.55,296491.35,303789.38,0
1,18989.25,398150.33,379161.08,268841.76,287831.01,0
1,12679.97,416468.7,403788.72,2356.21,15036.19,0
1,2685.83,492884.12,490198.29,36194.7,38880.53,0
1,11245.82,395642.15,384396.32,145184.11,156429.93,0
0,15636.56,300692.04,285055.47,441117.54,456754.1,0
0,14198.94,169610.15,155411.2,73507.48,87706.42,0
0,3524.58,272297.72,268773.15,355447.17,358971.74,1
0,19451.16,20534.09,1082.93,486683.28,506134.44,0
1,9031.39,372412.54,363381.15,395283.78,404315.17,0
3,3264.6,222977.77,219713.17,121472.68,124737.28,0
0,3685.9,10011.61,6325.72,454182.63,457868.53,0
3,2054.88,31253.47,29198.59,46553.58,48608.45,0
0,16090.01,193733.23,177643.22,234070.97,250160.98,0
0,2528.41,291710.76,289182.35,443770.95,446299.36,0
3,2589.99,232101.97,229511.98,320632.85,323222.85,0
1,17024.39,309602.16,292577.77,206822.28,223846.67,0
0,6957.62,240147.13,233189.51,146406.43,153364.05,0
0,714.07,330851.92,330137.85,187549.7,188263.77,0
0,1132.72,109563.03,108430.32,254470.89,255603.61,0
3,2929.19,56421.59,53492.4,159521.96,162451.16,0
1,4346.53,298216.98,293870.45,484483.93,488830.46,0
3,13336.41,242344.76,229008.35,466538.83,479875.24,0
3,3230.79,13433.83,10203.03,435335.73,438566.53,0
1,2465.6,190240.94,187775.34,210914.92,213380.52,0
3,15317.91,53062.79,37744.88,345650.88,360968.8,0
1,13454.0,265678.42,252224.42,451414.65,464868.65,0
0,8762.95,197888.84,189125.89,425214.74,433977.7,0
1,11031.26,306575.96,295544.69,207163.51,218194.77,0
0,6308.48,402801.11,396492.63,56193.02,62501.51,0
3,9701.76,149834.34,140132.58,37815.18,47516.94,0
3,10182.79,481051.05,470868.27,288532.02,298714.81,0
0,7806.02,267817.25,260011.23,321313.97,329119.99,0
3,18140.79,309145.4,291004.61,424921.3,443062.09,0
1,419.63,340336.19,339916.56,146257.51,146677.14,0
0,15665.21,333365.76,317700.56,83735.25,99400.45,0
3,2575.22,255485.37,252910.15,189502.92,192078.13,0
0,15971.19,214382.15,198410.95,176787.56,192758.75,0
1,12356.65,26890.98,14534.33,66234.48,78591.12,0
1,16881.23,11042.92,0.0,336141.33,353022.56,0
3,2040.54,178980.6,176940.06,254345.97,256386.51,0
1,11223.71,166830.45,155606.73,360561.38,371785.09,0
0,10071.65,193847.58,183775.93,176345.56,186417.21,0
1,14153.24,69184.1,55030.86,162851.11,177004.35,0
0,10732.38,369084.14,358351.75,236287.93,247020.31,0
0,10860.62,428482.21,417621.59,438703.67,449564.29,0
1,8648.96,469357.32,460708.36,20140.65,28789.61,0
3,6245.81,246181.15,239935.35,402416.41,408662.21,0
1,9697.06,350432.85,340735.79,184493.81,194190.87,0
0,2458.0,427775.56,425317.56,427309.51,429767.51,0
0,19234.12,209145.56,189911.44,401101.5,420335.62,0
1,14316.77,154706.4,140389.62,174380.62,188697.4,0
3,19054.1,468362.28,449308.18,346938.27,365992.36,0
3,4611.87,257838.28,253226.4,79816.38,84428.25,0
0,17598.89,248626.94,231028.06,448140.78,465739.66,0
0,16194.92,89208.05,73013.13,202245.53,218440.45,0
3,13575.33,54077.51,40502.17,227812.81,241388.14,0
1,12538.08,421053.43,408515.35,352879.53,365417.61,0
0,6399.34,307066.59,300667.25,410420.12,416819.46,0
0,16346.57,162912.29,146565.72,118171.37,134517.95,0
3,10080.16,95868.11,85787.95,330675.07,340755.23,0
1,1510.74,277748.64,276237.9,195999.02,197509.76,0
3,6325.98,291959.64,285633.67,184351.46,190677.44,0
1,18712.41,103496.8,84784.39,345012.91,363725.32,0
1,17028.54,425702.87,408674.34,193591.64,210620.17,0
1,19639.92,42132.18,22492.26,173054.25,192694.17,0
0,12597.07,178046.54,165449.47,417944.2,430541.27,0
3,5025.45,340192.21,335166.76,50638.06,55663.51,0
3,3340.02,137060.18,133720.16,337946.31,341286.33,0
1,3819.6,413837.6,410018.0,124362.7,128182.29,0
0,493.93,369933.91,369439.98,7749.12,8243.05,0
0,7874.57,394511.42,386636.85,83382.13,91256.71,0
3,3909.41,59553.27,55643.86,303330.76,307240.18,0
0,8291.94,70273.56,61981.62,354563.6,362855.54,0
0,18706.39,143236.87,124530.48,10528.89,29235.28,0
1,8667.75,259038.58,250370.83,18212.72,26880.47,0
0,17571.89,374008.04,356436.15,451271.06,468842.95,0
1,12149.54,418265.45,406115.9,36652.91,48802.45,0
3,5017.92,352167.66,347149.74,447091.08,452109.0,0
0,7181.51,464298.44,457116.93,114082.96,121264.47,0
3,1770.0,369371.75,367601.76,370008.9,371778.9,0
3,6735.91,153133.94,146398.04,154866.62,161602.53,0
0,13583.06,132540.64,118957.58,429376.01,442959.08,0
0,1535.01,348096.23,346561.21,350227.43,351762.44,0
3,4187.49,96435.28,92247.8,200906.73,205094.22,0
0,7690.68,46357.41,38666.73,38151.23,45841.9,0
1,19642.79,266111.44,246468.65,366350.09,385992.88,0
1,15718.75,410820.78,395102.03,308442.38,324161.13,0
0,14696.39,50689.92,35993.53,1455.86,16152.25,0
3,2412.2,395945.66,393533.46,4709.93,7122.13,0
0,15641.82,405786.0,390144.18,404396.49,420038.3,0
0,15726.85,241137.0,225410.15,129699.87,145426.72,0
3,12061.94,28655.16,16593.21,318066.83,330128.78,0
3,19808.2,87294.93,67486.73,227107.21,246915.41,0
1,6572.55,353713.14,347140.58,431715.01,438287.56,0
3,18831.32,355888.97,337057.65,458480.56,477311.88,0
1,18303.15,449177.64,430874.49,498403.86,516707.01,0
3,328.47,291343.07,291014.61,76842.07,77170.53,0
0,9057.32,62053.68,52996.36,431482.02,440539.34,0
1,19544.37,60707.45,41163.08,133010.69,152555.06,1
1,2152.12,360566.18,358414.06,295407.94,297560.05,0
1,11000.92,91892.33,80891.42,252886.42,263887.33,0
0,19581.25,164192.75,144611.5,8994.07,28575.32,0
0,11154.36,243606.0,232451.64,466385.64,477540.0,0
0,3877.32,12382.44,8505.11,39163.53,43040.85,0
0,11685.45,124409.51,112724.07,344109.46,355794.91,0
0,4168.37,203944.8,199776.44,392503.42,396671.79,0
1,10442.11,139818.16,129376.04,397643.92,408086.04,0
0,1573.44,68185.16,66611.72,67747.26,69320.7,1
1,12149.11,364006.13,351857.02,223784.98,235934.08,0
0,10384.12,406573.83,396189.71,414714.44,425098.56,0
3,14829.21,128739.49,113910.28,151339.61,166168.82,0
1,12650.94,387209.75,374558.81,233874.34,246525.28,0
3,11037.16,192776.78,181739.62,136396.95,147434.11,1
1,13826.6,253342.9,239516.3,231775.71,245602.31,0
3,2964.44,428000.54,425036.09,443918.96,446883.41,0
0,11947.66,374976.84,363029.18,227562.12,239509.77,0
0,3525.0,402558.43,399033.42,277956.01,281481.01,0
0,18517.89,68422.58,49904.69,201988.14,220506.03,0
1,1459.85,34859.71,33399.86,230058.59,231518.44,0
3,8664.46,446702.36,438037.91,7587.1,16251.56,0
0,13946.37,193917.13,179970.76,141872.75,155819.12,0
3,9214.64,143939.84,134725.2,218290.86,227505.5,0
3,1932.7,362348.13,360415.43,316898.49,318831.18,0
0,11112.24,418207.8,407095.56,225025.97,236138.21,0
0,12868.47,431244.81,418376.34,168908.52,181777.0,0
3,14105.47,157998.57,143893.1,194049.37,208154.83,0
0,7527.87,426106.2,418578.33,121146.66,128674.53,0
0,11316.83,20466.97,9150.14,462247.14,473563.97,0
0,9068.66,24830.75,15762.08,260871.61,269940.27,0
1,13473.92,311759.6,298285.68,6704.73,20178.64,0
3,11712.78,31553.18,19840.4,9723.13,21435.91,0
3,10562.55,162304.58,151742.04,486480.82,497043.37,0
1,5065.53,336377.99,331312.46,110725.45,115790.98,0
3,140.17,168633.45,168493.28,402804.14,402944.31,0
0,3564.23,89799.89,86235.67,29137.65,32701.88,0
3,2429.61,140675.31,138245.7,460581.37,463010.98,0
0,9036.79,228787.67,219750.88,437208.5,446245.29,0
1,12283.94,237692.93,225408.99,285546.58,297830.52,0
0,4340.39,391500.12,387159.72,4499.33,8839.72,0
3,18787.24,375076.61,356289.38,128905.44,147692.67,0
3,232.97,228408.9,228175.93,203411.32,203644.3,0
3,15468.79,422833.67,407364.88,230032.06,245500.85,0
1,12541.57,57118.57,44576.99,148839.38,161380.95,0
1,7533.74,127676.68,120142.93,16473.93,24007.67,0
3,1104.73,413988.23,412883.5,295063.7,296168.43,0
0,12586.98,188997.02,176410.04,262077.33,274664.32,0
1,7773.71,490590.78,482817.07,141500.32,149274.03,0
3,18731.72,233126.64,214394.92,18987.98,37719.7,0
3,10885.6,395967.81,385082.21,497297.09,508182.7,0
1,18799.07,201153.52,182354.46,240993.09,259792.16,0
1,4487.63,212476.76,207989.13,378002.12,382489.75,0
1,14541.95,191441.57,176899.63,226157.02,240698.96,0
0,12383.26,359537.81,347154.55,21585.15,33968.4,0
0,14814.22,273758.94,258944.72,154800.37,169614.6,0
3,4371.89,471889.06,467517.17,160055.07,164426.96,0
1,13333.39,125445.16,112111.77,419176.45,432509.84,0
0,10011.0,50281.37,40270.36,327114.99,337125.99,0
1,14882.22,196630.74,181748.53,137714.95,152597.17,0
3,6608.19,308356.35,301748.17,483869.98,490478.17,0
0,17812.13,430399.47,412587.33,160770.92,178583.05,0
0,1777.6,173098.44,171320.85,499117.01,500894.61,0
0,16163.07,326893.38,310730.31,498081.85,514244.91,0
3,17240.26,175099.34,157859.08,95605.26,112845.52,0
1,16363.32,308609.79,292246.47,156370.56,172733.88,0
0,10303.26,442403.97,432100.72,243022.1,253325.35,0
3,8823.86,115678.82,106854.96,332050.34,340874.2,0
1,19925.62,202120.82,182195.2,264023.72,283949.34,0
3,4660.52,496632.6,491972.08,484720.73,489381.26,0
1,10982.83,434278.51,423295.68,361994.58,372977.41,0
3,13446.44,282319.93,268873.49,106022.42,119468.87,0
1,14047.27,258313.8,244266.53,52548.78,66596.04,0
0,4160.09,142300.19,138140.1,344200.65,348360.74,0
1,13114.48,258604.71,245490.23,79226.22,92340.7,0
3,16385.55,424090.75,407705.19,393838.42,410223.97,0
3,1095.37,342587.26,341491.89,155518.33,156613.7,0
1,18239.27,145022.01,126782.74,163446.63,181685.91,0
0,687.13,100731.96,100044.83,5399.2,6086.33,0
0,7183.82,132604.27,125420.44,350505.63,357689.46,0
1,414.68,84879.6,84464.92,56634.88,57049.56,0
1,1635.19,47820.35,46185.16,386440.29,388075.48,0
3,18232.25,209568.09,191335.84,245933.91,264166.16,0
0,7161.73,56649.8,49488.07,392139.91,399301.64,0
1,8552.95,85956.28,77403.33,291963.27,300516.22,0
0,4385.35,273662.34,269276.99,41216.64,45601.99,0
1,11982.21,82299.64,70317.43,382826.17,394808.37,0
1,11936.58,31939.88,20003.3,34899.74,46836.33,0
0,7506.79,158694.43,151187.64,239350.86,246857.65,0
1,6727.39,110159.55,103432.16,86174.61,92902.0,0
1,17710.79,257652.59,239941.8,376167.59,393878.38,0
3,7727.36,51183.54,43456.19,455795.61,463522.97,0
1,9920.67,375885.39,365964.72,277063.08,286983.75,0
1,5737.76,453116.76,447378.99,263573.65,269311.41,0
1,15756.71,371717.59,355960.87,381981.6,397738.31,0
3,8009.22,266413.52,258404.3,2539.41,10548.62,0
0,10320.86,430333.91,420013.05,458879.32,469200.18,0
3,5141.81,347459.19,342317.38,98724.41,103866.22,0
3,19754.43,5275.56,0.0,492059.44,511813.87,0
0,5900.77,197045.08,191144.31,368126.97,374027.74,0
3,15437.78,425475.95,410038.17,387125.57,402563.35,0
0,8607.16,172929.43,164322.27,328101.49,336708.65,0
3,4203.73,17607.59,13403.86,235831.59,240035.32,0
0,16014.4,373089.82,357075.42,285813.85,301828.25,0
1,6738.78,401019.14,394280.36,23201.44,29940.22,0
3,17317.35,80296.85,62979.5,311979.75,329297.1,0
3,18313.62,268670.25,250356.63,313049.05,331362.67,0
3,17210.49,95977.72,78767.23,445600.4,462810.89,0
3,796.66,359617.21,358820.55,252828.18,253624.84,0
1,15768.73,135775.23,120006.5,38572.19,54340.92,0
3,8285.66,158107.56,149821.91,153097.96,161383.62,0
1,17487.09,422485.43,404998.34,327814.71,345301.79,0
1,12795.29,238161.18,225365.89,119629.43,132424.72,0
1,16689.5,334877.23,318187.73,140263.91,156953.41,0
1,10038.69,201186.53,191147.83,410234.51,420273.2,0
0,10747.01,149003.43,138256.42,292159.87,302906.87,0
0,2973.31,312739.03,309765.72,254263.72,257237.03,0
3,15701.35,77428.79,61727.44,159225.98,174927.33,0
0,8445.85,186499.92,178054.06,365464.02,373909.87,0
0,10051.59,104518.52,94466.92,143859.22,153910.81,0
3,15723.44,347897.48,332174.04,368531.76,384255.2,0
3,12017.02,472104.42,460087.4,35050.74,47067.76,0
3,4101.86,497755.48,493653.62,432270.67,436372.54,0
0,11845.63,225138.41,213292.78,249783.23,261628.86,0
0,8211.89,126265.19,118053.3,219254.01,227465.9,0
3,9443.56,221414.69,211971.13,305511.71,314955.26,0
1,663.39,423634.7,422971.31,312096.04,312759.43,0
3,4279.58,103002.84,98723.26,66017.59,70297.17,0
1,5692.66,476047.83,470355.17,378116.79,383809.45,0
1,14287.9,170932.88,156644.98,137964.15,152252.05,0
3,328.7,492901.83,492573.13,452480.94,452809.64,0
3,8234.67,419304.44,411069.78,408925.33,417160.0,0
3,18488.13,404285.27,385797.13,173133.02,191621.16,0
0,2326.42,158952.34,156625.91,403869.65,406196.07,0
1,10376.85,4388.61,0.0,178195.25,188572.09,0
0,15751.8,191066.45,175314.66,50473.84,66225.64,0
0,18856.37,150904.68,132048.31,480944.12,499800.49,0
3,14960.86,18698.5,3737.64,326301.01,341261.86,0
0,14439.25,252682.63,238243.37,228049.76,242489.02,0
3,16547.11,201515.66,184968.54,198886.68,215433.79,0
1,8979.4,317278.23,308298.83,162352.67,171332.07,0
3,16136.31,310593.16,294456.85,490723.8,506860.1,0
0,258.49,60373.32,60114.83,67373.63,67632.12,0
0,18498.77,488482.77,469984.01,157402.53,175901.29,0
3,8921.8,93465.71,84543.92,242748.82,251670.62,0
3,11112.27,222637.01,211524.75,238999.77,250112.04,0
0,5172.16,244058.77,238886.61,235683.24,240855.4,1
1,14876.36,406531.4,391655.04,87891.91,102768.27,0
1,1625.05,49614.8,47989.75,72466.26,74091.32,0
3,17465.45,214322.14,196856.69,127383.79,144849.25,1
1,16579.52,314251.09,297671.56,457263.08,473842.6,0
0,4399.6,107577.81,103178.21,56526.48,60926.08,0
3,16205.56,313733.95,297528.39,378712.55,394918.11,0
0,15748.52,461832.42,446083.9,378774.2,394522.72,0
0,12681.11,498759.07,486077.96,404885.2,417566.31,0
1,7533.05,16225.54,8692.49,443307.74,450840.8,0
3,5502.83,117794.11,112291.29,131518.09,137020.91,0
3,4712.49,155153.56,150441.06,112279.73,116992.23,0
1,6440.32,199563.05,193122.73,232752.83,239193.15,0
0,18080.81,121128.58,103047.77,132544.58,150625.4,0
0,1645.05,101744.0,100098.95,367154.99,368800.05,0
0,16594.54,477276.92,460682.38,317969.79,334564.33,0
0,7042.91,459260.8,452217.89,437493.84,444536.76,0
3,10479.83,23496.25,13016.42,41369.15,51848.98,0
3,15910.26,169406.51,153496.25,457541.67,473451.93,0
1,17699.09,202574.28,184875.18,146674.31,164373.41,0
1,6961.15,119507.27,112546.12,245347.17,252308.32,0
3,9290.69,314436.45,305145.76,219305.72,228596.4,0
3,8348.87,320190.37,311841.5,380155.83,388504.7,0
0,363.7,425252.11,424888.42,210166.65,210530.35,0
0,5989.26,370434.63,364445.37,471776.57,477765.84,0
1,9237.87,271286.66,262048.8,451266.94,460504.81,0
3,8280.76,326793.39,318512.62,436080.58,444361.34,0
1,14466.39,136994.39,122528.0,35629.17,50095.56,0
3,7757.59,296528.09,288770.5,427129.03,434886.62,0
0,9838.59,244613.63,234775.04,390817.72,400656.31,0
1,8649.21,66672.23,58023.02,51756.47,60405.68,0
1,14838.46,121272.14,106433.68,53707.16,68545.62,0
3,17273.15,145846.73,128573.57,50581.91,67855.06,0
0,10684.59,462154.78,451470.19,5666.3,16350.89,0
1,15809.7,115193.32,99383.62,274317.15,290126.85,0
0,6006.05,144621.95,138615.9,486697.15,492703.2,0
1,10873.26,184677.07,173803.81,219342.35,230215.61,0
0,6970.08,331871.37,324901.29,270378.75,277348.83,0
3,8342.6,59119.2,50776.6,483984.9,492327.5,0
1,14675.04,476972.61,462297.57,127591.11,142266.15,0
1,17645.08,432785.61,415140.53,429235.13,446880.21,0
0,2517.76,288608.04,286090.28,273195.23,275712.99,0
0,12729.32,337018.93,324289.61,284738.26,297467.58,0
1,11684.66,8330.24,0.0,171586.93,183271.59,0
3,2456.46,169472.39,167015.93,280792.18,283248.64,0
0,4316.7,397830.12,393513.42,36571.25,40887.95,0
0,6288.95,38741.49,32452.54,382321.79,388610.74,0
0,3421.93,141156.92,137734.99,142343.88,145765.81,0
1,4950.22,292648.41,287698.2,443804.16,448754.38,0
1,5425.26,128206.51,122781.26,183925.35,189350.6,0
1,6779.91,466988.99,460209.08,71412.06,78191.96,0
1,15012.87,65529.32,50516.45,347940.79,362953.66,0
3,11481.05,398697.18,387216.13,82289.07,93770.13,0
3,19726.31,253974.35,234248.04,376840.26,396566.57,0
1,8353.24,375165.39,366812.14,484056.12,492409.36,0
3,15101.91,155357.66,140255.75,389776.43,404878.35,0
0,17442.22,257244.8,239802.58,11224.62,28666.85,0
0,13611.67,428417.67,414806.0,299942.89,313554.57,0
0,8296.11,233439.05,225142.94,347705.34,356001.44,0
1,15096.53,179859.93,164763.4,412729.16,427825.7,0
0,4152.98,268077.69,263924.72,28001.15,32154.13,0
3,6618.29,358681.38,352063.09,240053.91,246672.2,0
1,10979.04,221781.67,210802.64,267685.44,278664.47,0
3,11550.65,469438.49,457887.84,84562.43,96113.08,0
0,540.62,147472.91,146932.3,161224.9,161765.52,0
